"Data","nominal","curs","cdx"
"2018-11-20",1,"367.3","Доллар США"
"2018-11-21",1,"364.95","Доллар США"
"2018-11-22",1,"368.28","Доллар США"
"2018-11-23",1,"367.27","Доллар США"
"2018-11-24",1,"366.05","Доллар США"
"2018-11-25",1,"366.05","Доллар США"
"2018-11-26",1,"366.05","Доллар США"
"2018-11-27",1,"371.03","Доллар США"
"2018-11-28",1,"372.83","Доллар США"
"2018-11-29",1,"372.73","Доллар США"
"2018-11-30",1,"371.28","Доллар США"
"2018-12-01",1,"371.56","Доллар США"
"2018-12-02",1,"371.56","Доллар США"
"2018-12-03",1,"371.56","Доллар США"
"2018-12-04",1,"371.56","Доллар США"
"2018-12-05",1,"371.14","Доллар США"
"2018-12-06",1,"371.8","Доллар США"
"2018-12-07",1,"369.98","Доллар США"
"2018-12-08",1,"370.49","Доллар США"
"2018-12-09",1,"370.49","Доллар США"
"2018-12-10",1,"370.49","Доллар США"
"2018-12-11",1,"369.35","Доллар США"
"2018-12-12",1,"370.55","Доллар США"
"2018-12-13",1,"370.11","Доллар США"
"2018-12-14",1,"370.04","Доллар США"
"2018-12-15",1,"371.31","Доллар США"
"2018-12-16",1,"371.31","Доллар США"
"2018-12-17",1,"371.31","Доллар США"
"2018-12-18",1,"371.31","Доллар США"
"2018-12-19",1,"371.31","Доллар США"
"2018-12-20",1,"372.49","Доллар США"
"2018-12-21",1,"370.76","Доллар США"
"2018-12-22",1,"371.35","Доллар США"
"2018-12-23",1,"371.35","Доллар США"
"2018-12-24",1,"371.35","Доллар США"
"2018-12-25",1,"371.68","Доллар США"
"2018-12-26",1,"371.08","Доллар США"
"2018-12-27",1,"373.56","Доллар США"
"2018-12-28",1,"375.15","Доллар США"
"2018-12-29",1,"380.44","Доллар США"
"2018-12-30",1,"384.2","Доллар США"
"2018-12-31",1,"384.2","Доллар США"
"2019-01-01",1,"384.2","Доллар США"
"2019-01-02",1,"384.2","Доллар США"
"2019-01-03",1,"384.2","Доллар США"
"2019-01-04",1,"381.38","Доллар США"
"2019-01-05",1,"378.12","Доллар США"
"2019-01-06",1,"378.12","Доллар США"
"2019-01-07",1,"378.12","Доллар США"
"2019-01-08",1,"378.12","Доллар США"
"2019-01-09",1,"373.66","Доллар США"
"2019-01-10",1,"374.82","Доллар США"
"2019-01-11",1,"374.63","Доллар США"
"2019-01-12",1,"376.06","Доллар США"
"2019-01-13",1,"376.06","Доллар США"
"2019-01-14",1,"376.06","Доллар США"
"2019-01-15",1,"378.29","Доллар США"
"2019-01-16",1,"377.85","Доллар США"
"2019-01-17",1,"377.95","Доллар США"
"2019-01-18",1,"376.6","Доллар США"
"2019-01-19",1,"378.66","Доллар США"
"2019-01-20",1,"378.66","Доллар США"
"2019-01-21",1,"378.66","Доллар США"
"2019-01-22",1,"378.78","Доллар США"
"2019-01-23",1,"378.14","Доллар США"
"2019-01-24",1,"378.54","Доллар США"
"2019-01-25",1,"377.73","Доллар США"
"2019-01-26",1,"377.46","Доллар США"
"2019-01-27",1,"377.46","Доллар США"
"2019-01-28",1,"377.46","Доллар США"
"2019-01-29",1,"378.6","Доллар США"
"2019-01-30",1,"380.66","Доллар США"
"2019-01-31",1,"380.51","Доллар США"
"2019-02-01",1,"380.06","Доллар США"
"2019-02-02",1,"382.74","Доллар США"
"2019-02-03",1,"382.74","Доллар США"
"2019-02-04",1,"382.74","Доллар США"
"2019-02-05",1,"382.23","Доллар США"
"2019-02-06",1,"379.63","Доллар США"
"2019-02-07",1,"376.59","Доллар США"
"2019-02-08",1,"377.97","Доллар США"
"2019-02-09",1,"378.73","Доллар США"
"2019-02-10",1,"378.73","Доллар США"
"2019-02-11",1,"378.73","Доллар США"
"2019-02-12",1,"375.53","Доллар США"
"2019-02-13",1,"374.81","Доллар США"
"2019-02-14",1,"373.56","Доллар США"
"2019-02-15",1,"376.37","Доллар США"
"2019-02-16",1,"377.62","Доллар США"
"2019-02-17",1,"377.62","Доллар США"
"2019-02-18",1,"377.62","Доллар США"
"2019-02-19",1,"376.26","Доллар США"
"2019-02-20",1,"376.3","Доллар США"
"2019-02-21",1,"376.09","Доллар США"
"2019-02-22",1,"375.95","Доллар США"
"2019-02-23",1,"376.73","Доллар США"
"2019-02-24",1,"376.73","Доллар США"
"2019-02-25",1,"376.73","Доллар США"
"2019-02-26",1,"376.17","Доллар США"
"2019-02-27",1,"378.04","Доллар США"
"2019-02-28",1,"377.26","Доллар США"
"2019-03-01",1,"374.96","Доллар США"
"2019-03-02",1,"375.9","Доллар США"
"2019-03-03",1,"375.9","Доллар США"
"2019-03-04",1,"375.9","Доллар США"
"2019-03-05",1,"376.65","Доллар США"
"2019-03-06",1,"377.37","Доллар США"
"2019-03-07",1,"377.95","Доллар США"
"2019-03-08",1,"379.42","Доллар США"
"2019-03-09",1,"379.42","Доллар США"
"2019-03-10",1,"379.42","Доллар США"
"2019-03-11",1,"379.42","Доллар США"
"2019-03-12",1,"379.48","Доллар США"
"2019-03-13",1,"377.99","Доллар США"
"2019-03-14",1,"377.74","Доллар США"
"2019-03-15",1,"377.36","Доллар США"
"2019-03-16",1,"378.51","Доллар США"
"2019-03-17",1,"378.51","Доллар США"
"2019-03-18",1,"378.51","Доллар США"
"2019-03-19",1,"375.9","Доллар США"
"2019-03-20",1,"376.4","Доллар США"
"2019-03-21",1,"378.17","Доллар США"
"2019-03-22",1,"378.17","Доллар США"
"2019-03-23",1,"378.17","Доллар США"
"2019-03-24",1,"378.17","Доллар США"
"2019-03-25",1,"378.17","Доллар США"
"2019-03-26",1,"378.17","Доллар США"
"2019-03-27",1,"377.65","Доллар США"
"2019-03-28",1,"378.36","Доллар США"
"2019-03-29",1,"380.06","Доллар США"
"2019-03-30",1,"380.04","Доллар США"
"2019-03-31",1,"380.04","Доллар США"
"2019-04-01",1,"380.04","Доллар США"
"2019-04-02",1,"379.95","Доллар США"
"2019-04-03",1,"379.66","Доллар США"
"2019-04-04",1,"379.16","Доллар США"
"2019-04-05",1,"378.29","Доллар США"
"2019-04-06",1,"379.84","Доллар США"
"2019-04-07",1,"379.84","Доллар США"
"2019-04-08",1,"379.84","Доллар США"
"2019-04-09",1,"380.55","Доллар США"
"2019-04-10",1,"379.77","Доллар США"
"2019-04-11",1,"379.33","Доллар США"
"2019-04-12",1,"377.96","Доллар США"
"2019-04-13",1,"379.59","Доллар США"
"2019-04-14",1,"379.59","Доллар США"
"2019-04-15",1,"379.59","Доллар США"
"2019-04-16",1,"379.56","Доллар США"
"2019-04-17",1,"379.96","Доллар США"
"2019-04-18",1,"379.36","Доллар США"
"2019-04-19",1,"379.19","Доллар США"
"2019-04-20",1,"379.29","Доллар США"
"2019-04-21",1,"379.29","Доллар США"
"2019-04-22",1,"379.29","Доллар США"
"2019-04-23",1,"377.11","Доллар США"
"2019-04-24",1,"377.33","Доллар США"
"2019-04-25",1,"378.56","Доллар США"
"2019-04-26",1,"379.86","Доллар США"
"2019-04-27",1,"380.89","Доллар США"
"2019-04-28",1,"380.89","Доллар США"
"2019-04-29",1,"380.89","Доллар США"
"2019-04-30",1,"381.94","Доллар США"
"2019-05-01",1,"381.08","Доллар США"
"2019-05-02",1,"381.08","Доллар США"
"2019-05-03",1,"380.89","Доллар США"
"2019-05-04",1,"381.97","Доллар США"
"2019-05-05",1,"380.5","Доллар США"
"2019-05-06",1,"380.5","Доллар США"
"2019-05-07",1,"380.58","Доллар США"
"2019-05-08",1,"380.58","Доллар США"
"2019-05-09",1,"380.53","Доллар США"
"2019-05-10",1,"380.53","Доллар США"
"2019-05-11",1,"380.53","Доллар США"
"2019-05-12",1,"380.53","Доллар США"
"2019-05-13",1,"380.53","Доллар США"
"2019-05-14",1,"379.43","Доллар США"
"2019-05-15",1,"379.7","Доллар США"
"2019-05-16",1,"379.65","Доллар США"
"2019-05-17",1,"378.94","Доллар США"
"2019-05-18",1,"378.93","Доллар США"
"2019-05-19",1,"378.93","Доллар США"
"2019-05-20",1,"378.93","Доллар США"
"2019-05-21",1,"378.9","Доллар США"
"2019-05-22",1,"378.87","Доллар США"
"2019-05-23",1,"379.01","Доллар США"
"2019-05-24",1,"378.01","Доллар США"
"2019-05-25",1,"379.36","Доллар США"
"2019-05-26",1,"379.36","Доллар США"
"2019-05-27",1,"379.36","Доллар США"
"2019-05-28",1,"379.86","Доллар США"
"2019-05-29",1,"380.3","Доллар США"
"2019-05-30",1,"381.69","Доллар США"
"2019-05-31",1,"381.37","Доллар США"
"2019-06-01",1,"382.56","Доллар США"
"2019-06-02",1,"382.56","Доллар США"
"2019-06-03",1,"382.56","Доллар США"
"2019-06-04",1,"383.94","Доллар США"
"2019-06-05",1,"384.21","Доллар США"
"2019-06-06",1,"384.2","Доллар США"
"2019-06-07",1,"384.53","Доллар США"
"2019-06-08",1,"383.34","Доллар США"
"2019-06-09",1,"383.34","Доллар США"
"2019-06-10",1,"383.34","Доллар США"
"2019-06-11",1,"383.04","Доллар США"
"2019-06-12",1,"383.75","Доллар США"
"2019-06-13",1,"384.13","Доллар США"
"2019-06-14",1,"384.51","Доллар США"
"2019-06-15",1,"384.05","Доллар США"
"2019-06-16",1,"384.05","Доллар США"
"2019-06-17",1,"384.05","Доллар США"
"2019-06-18",1,"383.43","Доллар США"
"2019-06-19",1,"383.69","Доллар США"
"2019-06-20",1,"382.38","Доллар США"
"2019-06-21",1,"380.56","Доллар США"
"2019-06-22",1,"377.18","Доллар США"
"2019-06-23",1,"377.18","Доллар США"
"2019-06-24",1,"377.18","Доллар США"
"2019-06-25",1,"378.38","Доллар США"
"2019-06-26",1,"378.83","Доллар США"
"2019-06-27",1,"378.65","Доллар США"
"2019-06-28",1,"379.85","Доллар США"
"2019-06-29",1,"380.53","Доллар США"
"2019-06-30",1,"380.53","Доллар США"
"2019-07-01",1,"380.53","Доллар США"
"2019-07-02",1,"380.67","Доллар США"
"2019-07-03",1,"381.95","Доллар США"
"2019-07-04",1,"383.99","Доллар США"
"2019-07-05",1,"383.04","Доллар США"
"2019-07-06",1,"383.53","Доллар США"
"2019-07-07",1,"383.53","Доллар США"
"2019-07-08",1,"383.53","Доллар США"
"2019-07-09",1,"383.53","Доллар США"
"2019-07-10",1,"384.23","Доллар США"
"2019-07-11",1,"384.36","Доллар США"
"2019-07-12",1,"383.1","Доллар США"
"2019-07-13",1,"383.29","Доллар США"
"2019-07-14",1,"383.29","Доллар США"
"2019-07-15",1,"383.29","Доллар США"
"2019-07-16",1,"383.43","Доллар США"
"2019-07-17",1,"383.01","Доллар США"
"2019-07-18",1,"383.98","Доллар США"
"2019-07-19",1,"384.39","Доллар США"
"2019-07-20",1,"384.87","Доллар США"
"2019-07-21",1,"384.87","Доллар США"
"2019-07-22",1,"384.87","Доллар США"
"2019-07-23",1,"384.52","Доллар США"
"2019-07-24",1,"384.06","Доллар США"
"2019-07-25",1,"384.2","Доллар США"
"2019-07-26",1,"384.8","Доллар США"
"2019-07-27",1,"384.92","Доллар США"
"2019-07-28",1,"384.92","Доллар США"
"2019-07-29",1,"384.92","Доллар США"
"2019-07-30",1,"385.1","Доллар США"
"2019-07-31",1,"384.56","Доллар США"
"2019-08-01",1,"384.2","Доллар США"
"2019-08-02",1,"384.99","Доллар США"
"2019-08-03",1,"385.76","Доллар США"
"2019-08-04",1,"385.76","Доллар США"
"2019-08-05",1,"385.76","Доллар США"
"2019-08-06",1,"386.47","Доллар США"
"2019-08-07",1,"386.94","Доллар США"
"2019-08-08",1,"387.45","Доллар США"
"2019-08-09",1,"387.73","Доллар США"
"2019-08-10",1,"387.47","Доллар США"
"2019-08-11",1,"387.47","Доллар США"
"2019-08-12",1,"387.47","Доллар США"
"2019-08-13",1,"387.43","Доллар США"
"2019-08-14",1,"387.49","Доллар США"
"2019-08-15",1,"386.16","Доллар США"
"2019-08-16",1,"387.05","Доллар США"
"2019-08-17",1,"386.82","Доллар США"
"2019-08-18",1,"386.82","Доллар США"
"2019-08-19",1,"386.82","Доллар США"
"2019-08-20",1,"386.8","Доллар США"
"2019-08-21",1,"386.91","Доллар США"
"2019-08-22",1,"386.05","Доллар США"
"2019-08-23",1,"386.04","Доллар США"
"2019-08-24",1,"386.34","Доллар США"
"2019-08-25",1,"386.34","Доллар США"
"2019-08-26",1,"386.34","Доллар США"
"2019-08-27",1,"386.91","Доллар США"
"2019-08-28",1,"387.5","Доллар США"
"2019-08-29",1,"387.55","Доллар США"
"2019-08-30",1,"387.46","Доллар США"
"2019-08-31",1,"387.46","Доллар США"
"2019-09-01",1,"387.46","Доллар США"
"2019-09-02",1,"387.46","Доллар США"
"2019-09-03",1,"388.07","Доллар США"
"2019-09-04",1,"388.28","Доллар США"
"2019-09-05",1,"388.18","Доллар США"
"2019-09-06",1,"387.73","Доллар США"
"2019-09-07",1,"387.82","Доллар США"
"2019-09-08",1,"387.82","Доллар США"
"2019-09-09",1,"387.82","Доллар США"
"2019-09-10",1,"386.51","Доллар США"
"2019-09-11",1,"385.89","Доллар США"
"2019-09-12",1,"386.34","Доллар США"
"2019-09-13",1,"387.15","Доллар США"
"2019-09-14",1,"386.71","Доллар США"
"2019-09-15",1,"386.71","Доллар США"
"2019-09-16",1,"386.71","Доллар США"
"2019-09-17",1,"385.16","Доллар США"
"2019-09-18",1,"385.42","Доллар США"
"2019-09-19",1,"386.77","Доллар США"
"2019-09-20",1,"387.34","Доллар США"
"2019-09-21",1,"386.7","Доллар США"
"2019-09-22",1,"386.7","Доллар США"
"2019-09-23",1,"386.7","Доллар США"
"2019-09-24",1,"385.96","Доллар США"
"2019-09-25",1,"386.44","Доллар США"
"2019-09-26",1,"387.62","Доллар США"
"2019-09-27",1,"387.53","Доллар США"
"2019-09-28",1,"387.63","Доллар США"
"2019-09-29",1,"387.63","Доллар США"
"2019-09-30",1,"387.63","Доллар США"
"2019-10-01",1,"387.99","Доллар США"
"2019-10-02",1,"388.47","Доллар США"
"2019-10-03",1,"388.87","Доллар США"
"2019-10-04",1,"389.23","Доллар США"
"2019-10-05",1,"388.89","Доллар США"
"2019-10-06",1,"388.89","Доллар США"
"2019-10-07",1,"388.89","Доллар США"
"2019-10-08",1,389,"Доллар США"
"2019-10-09",1,"389.38","Доллар США"
"2019-10-10",1,"390.09","Доллар США"
"2019-10-11",1,"390.13","Доллар США"
"2019-10-12",1,"389.52","Доллар США"
"2019-10-13",1,"389.52","Доллар США"
"2019-10-14",1,"389.52","Доллар США"
"2019-10-15",1,"389.62","Доллар США"
"2019-10-16",1,"389.59","Доллар США"
"2019-10-17",1,"389.81","Доллар США"
"2019-10-18",1,"389.94","Доллар США"
"2019-10-19",1,"389.98","Доллар США"
"2019-10-20",1,"389.98","Доллар США"
"2019-10-21",1,"389.98","Доллар США"
"2019-10-22",1,"389.86","Доллар США"
"2019-10-23",1,"389.75","Доллар США"
"2019-10-24",1,"388.96","Доллар США"
"2019-10-25",1,"388.93","Доллар США"
"2019-10-26",1,"388.92","Доллар США"
"2019-10-27",1,"388.92","Доллар США"
"2019-10-28",1,"388.92","Доллар США"
"2019-10-29",1,"387.98","Доллар США"
"2019-10-30",1,"387.92","Доллар США"
"2019-10-31",1,"388.54","Доллар США"
